est,V,VERB,V,PRP,RNNinoperate,ADJ
aussi,ADV,AUX,DET,NOM,RNNinoperate,PUNCT
en,P,ADJ,NC,PRP,RNNinoperate,CCONJ
train,N,PUNCT,ADJ,NOM,RNNinoperate,PRON
de,P,ADP,P,PUN,RNNinoperate,VERB
convaincre,V,NOUN,N,NOM,RNNinoperate,ADV
l',D,CCONJ,ADJ,PRP,RNNinoperate,ADP
Ouest,N,ADP,ADV,NOM,RNNinoperate,NOUN
de,P,NOUN,ADJ,PUN,RNNinoperate,ADP
reprendre,V,ADP,P,NOM,RNNinoperate,VERB
cet,D,NOUN,C,PRP,RNNinoperate,DET
objectif,N,PUNCT,CLS,PRO:DEM,RNNinoperate,PROPN
à,P,NOUN,CLO,NOM,RNNinoperate,ADP
son,D,ADP,V,PUN,RNNinoperate,VERB
compte,N,NOUN,PUNC,NAM,RNNinoperate,DET
.,PONCT,PUNCT,CC,VER:pres,RNNinoperate,NOUN
Quelle,D,NOUN,PRO,PRP,RNNinoperate,ADP
audace,N,ADP,V,ADV,RNNinoperate,DET
!,PONCT,DET,DET,PRP,RNNinoperate,NOUN
Cela,PRO,NOUN,ADJ,ADV,RNNinoperate,PUNCT
rappelle,V,PUNCT,NC,ADJ,RNNinoperate,DET
le,D,PROPN,V,PUN,RNNinoperate,NOUN
film,N,VERB,VPP,PRP,RNNinoperate,PUNCT
l',D,ADP,P,ADV,RNNinoperate,PRON
arnaque,N,ADV,DET,PRP,RNNinoperate,VERB
",",PONCT,ADP,N,ADV,RNNinoperate,DET
dans,P,ADV,P,ADJ,RNNinoperate,NOUN
lequel,PRO,ADJ,VINF,PRP,RNNinoperate,DET
l',D,PUNCT,DET,NOM,RNNinoperate,NOUN
escroc,N,ADP,NC,SENT,RNNinoperate,PUNCT
endurci,A,ADV,PUNC,DET:POS,RNNinoperate,ADP
",",PONCT,ADP,DET,PUN,RNNinoperate,PRON
joué,V,ADV,NC,ADJ,RNNinoperate,DET
par,P,ADJ,P,NOM,RNNinoperate,NOUN
Paul,N,ADP,NC,VER:futu,RNNinoperate,ADJ
Newman,N,NOUN,ADJ,VER:pper,RNNinoperate,PUNCT
",",PONCT,PUNCT,V,PRP,RNNinoperate,VERB
insistait,V,DET,ADV,PRO:IND,RNNinoperate,ADP
sur,P,PUNCT,P,NOM,RNNinoperate,PROPN
le,D,ADJ,DET,SENT,RNNinoperate,PROPN
fait,N,NOUN,N,DET:ART,RNNinoperate,PUNCT
qu',C,AUX,P,NOM,RNNinoperate,VERB
il,CL,VERB,N,PRP,RNNinoperate,ADP
était,V,ADP,P,NOM,RNNinoperate,DET
essentiel,A,DET,DET,PRP,RNNinoperate,NOUN
que,C,NOUN,NC,NOM,RNNinoperate,SCONJ
la,D,PUNCT,ADJ,PUN,RNNinoperate,PRON
victime,N,DET,PUNC,NAM,RNNinoperate,VERB
de,P,NOUN,P,PRP,RNNinoperate,ADJ
leurs,D,ADP,VINF,NOM,RNNinoperate,SCONJ
fraudes,N,NOUN,DET,PUN,RNNinoperate,DET
ne,ADV,ADP,NC,NOM,RNNinoperate,NOUN
sache,V,NOUN,P,ADJ,RNNinoperate,ADP
jamais,ADV,PUNCT,DET,PUN,RNNinoperate,DET
qu',C,PROPN,NPP,VER:pres,RNNinoperate,NOUN
il,CL,ADP,PUNC,VER:pper,RNNinoperate,ADV
s',CL,NOUN,DET,PRP,RNNinoperate,VERB
était,V,PUNCT,NC,VER:infi,RNNinoperate,ADV
fait,V,NOUN,V,DET:POS,RNNinoperate,SCONJ
avoir,V,NOUN,DET,ADJ,RNNinoperate,PRON
.,PONCT,PUNCT,NC,NOM,RNNinoperate,PRON
Bien,ADV,AUX,P,SENT,RNNinoperate,AUX
sûr,A,VERB,NC,NUM,RNNinoperate,VERB
",",PONCT,ADP,CC,PUN,RNNinoperate,VERB
les,D,VERB,V,NAM,RNNinoperate,PUNCT
Soviétiques,N,DET,DET,PRP,RNNinoperate,ADV
exploiteront,V,ADJ,NC,NOM,RNNinoperate,ADJ
les,D,NOUN,P,PUN,RNNinoperate,PUNCT
nombreuses,A,PUNCT,VINF,NAM,RNNinoperate,DET
occasions,N,NOUN,CS,VER:pres,RNNinoperate,NOUN
commerciales,A,PUNCT,CLS,PRP:det,RNNinoperate,VERB
en,P,PROPN,V,ADJ,RNNinoperate,DET
URSS,N,ADP,VINF,NOM,RNNinoperate,ADJ
qu',PRO,NOUN,DET,PRP,RNNinoperate,NOUN
attend,V,PUNCT,NC,NOM,RNNinoperate,ADJ
une,D,AUX,P,PUN,RNNinoperate,ADP
Allemagne,N,VERB,VINF,NOM,RNNinoperate,PROPN
réunifiée,V,DET,DET,PRP,RNNinoperate,PRON
",",PONCT,ADJ,NPP,PRO:DEM,RNNinoperate,VERB
et,C,NOUN,VINF,PRO:REL,RNNinoperate,DET
les,D,ADP,DET,DET:ART,RNNinoperate,PROPN
Allemands,N,NOUN,NC,ADJ,RNNinoperate,VERB
seront,V,PUNCT,ADJ,NOM,RNNinoperate,PUNCT
capables,A,AUX,ADJ,PRP:det,RNNinoperate,CCONJ
de,P,ADP,PUNC,NOM,RNNinoperate,DET
s',CL,PRON,DET,VER:pres,RNNinoperate,NOUN
abuser,V,SCONJ,NC,PRP,RNNinoperate,AUX
eux,PRO,DET,PUNC,NOM,RNNinoperate,ADJ
-,PONCT,ADJ,NC,PUN,RNNinoperate,ADP
mêmes,A,NOUN,P,NOM,RNNinoperate,PRON
jusqu',P,DET,NPP,ADJ,RNNinoperate,VERB
à,P,NOUN,PUNC,ADV,RNNinoperate,PRON
se,CL,ADJ,V,KON,RNNinoperate,PUNCT
persuader,V,ADP,ADV,DET:ART,RNNinoperate,ADJ
qu',C,NOUN,VPP,NOM,RNNinoperate,ADP
ils,CL,PUNCT,DET,KON,RNNinoperate,ADP
ne,ADV,NOUN,NC,NOM,RNNinoperate,PRON
sont,V,ADJ,P,PUN,RNNinoperate,VERB
pas,ADV,ADV,DET,NOM,RNNinoperate,SCONJ
en,P,SCONJ,NC,PUN,RNNinoperate,PRON
train,N,DET,CC,VER:infi,RNNinoperate,ADV
de,P,NOUN,V,NOM,RNNinoperate,VERB
tout,PRO,CCONJ,N,ADJ,RNNinoperate,ADV
brader,V,NOUN,P,PUN,RNNinoperate,ADP
imprudemment,ADV,PUNCT,DET,DET:ART,RNNinoperate,NOUN
.,PONCT,NOUN,NPP,NAM,RNNinoperate,ADP
Les,D,PUNCT,PUNC,ADJ,RNNinoperate,PRON
unités,N,VERB,PUNC,SENT,RNNinoperate,VERB
militaires,A,NOUN,DET,DET:ART,RNNinoperate,ADV
allemandes,A,NOUN,NPP,NOM,RNNinoperate,PUNCT
seront,V,PUNCT,ADJ,PRP,RNNinoperate,DET
progressivement,ADV,DET,V,NOM,RNNinoperate,NOUN
réduites,V,PROPN,DET,PUN,RNNinoperate,ADJ
à,P,NOUN,NC,NAM,RNNinoperate,ADJ
néant,N,PUNCT,ADJ,PRP,RNNinoperate,AUX
.,PONCT,DET,ADJ,NOM,RNNinoperate,ADV
Les,D,NOUN,PUNC,PUN,RNNinoperate,VERB
troupes,N,ADP,DET,NOM,RNNinoperate,ADP
soviétiques,A,NOUN,NC,ADV,RNNinoperate,NOUN
seront,V,PUNCT,V,VER:futu,RNNinoperate,PUNCT
censées,V,PROPN,DET,ADV,RNNinoperate,DET
être,V,ADP,ADJ,SENT,RNNinoperate,NOUN
réduites,V,NOUN,NC,NAM,RNNinoperate,ADJ
.,PONCT,PUNCT,PUNC,VER:pres,RNNinoperate,AUX
Il,CL,AUX,CC,VER:infi,RNNinoperate,VERB
se,CL,ADV,P,DET:ART,RNNinoperate,AUX
peut,V,VERB,DET,NOM,RNNinoperate,VERB
également,ADV,ADV,N,PRP,RNNinoperate,PUNCT
qu',C,PUNCT,P,NOM,RNNinoperate,PRON
un,D,PROPN,DET,PUN,RNNinoperate,PRON
traité,N,AUX,NC,NAM,RNNinoperate,VERB
mettant,V,VERB,PUNC,PRP,RNNinoperate,ADV
un,D,DET,ADV,NOM,RNNinoperate,SCONJ
point,N,NOUN,ADV,PUN,RNNinoperate,DET
final,A,ADP,NPP,NOM,RNNinoperate,NOUN
à,P,NOUN,V,PRP,RNNinoperate,VERB
la,D,PUNCT,P,KON,RNNinoperate,DET
deuxième,A,PROPN,N,DET:POS,RNNinoperate,NOUN
guerre,N,ADP,P,NOM,RNNinoperate,ADJ
mondiale,A,NOUN,VINF,PRO:PER,RNNinoperate,ADP
soit,V,PUNCT,DET,VER:pres,RNNinoperate,DET
signé,V,AUX,NC,PRP,RNNinoperate,ADJ
.,PONCT,ADP,P,DET:POS,RNNinoperate,NOUN
Tout,A,SCONJ,N,NOM,RNNinoperate,ADJ
cela,PRO,DET,ADJ,SENT,RNNinoperate,AUX
aura,V,NOUN,PUNC,PRO:PER,RNNinoperate,VERB
un,D,PRON,CC,VER:pres,RNNinoperate,PUNCT
effet,N,VERB,CLS,VER:infi,RNNinoperate,DET
positif,A,ADP,V,VER:pper,RNNinoperate,PRON
",",PONCT,DET,ADV,PUN,RNNinoperate,VERB
mais,C,NOUN,P,NOM,RNNinoperate,DET
",",PONCT,PUNCT,N,PRP,RNNinoperate,NOUN
lorsque,C,PRON,P,NOM,RNNinoperate,ADJ
le,D,VERB,VINF,PRP,RNNinoperate,PUNCT
rideau,N,VERB,DET,DET:ART,RNNinoperate,CCONJ
de,P,NOUN,NC,NOM,RNNinoperate,PUNCT
fumée,N,PUNCT,P,PRP,RNNinoperate,SCONJ
aura,V,NOUN,VINF,NOM,RNNinoperate,DET
disparu,V,ADP,DET,PUN,RNNinoperate,NOUN
",",PONCT,NOUN,NC,NAM,RNNinoperate,ADP
l',D,ADP,P,SENT,RNNinoperate,NOUN
armée,N,DET,DET,PRO:PER,RNNinoperate,AUX
allemande,A,NOUN,NC,VER:pres,RNNinoperate,VERB
ne,ADV,ADP,PUNC,PRO:IND,RNNinoperate,PUNCT
sera,V,NOUN,DETWH,NOM,RNNinoperate,DET
plus,ADV,PUNCT,NC,PRP,RNNinoperate,NOUN
qu',ADV,PROPN,PUNC,DET:ART,RNNinoperate,ADJ
une,D,PUNCT,PRO,NOM,RNNinoperate,ADV
force,N,PRON,V,PRP,RNNinoperate,VERB
symbolique,A,VERB,DET,NOM,RNNinoperate,ADV
et,C,DET,NC,PUN,RNNinoperate,SCONJ
les,D,NOUN,DET,NAM,RNNinoperate,DET
troupes,N,ADP,NC,KON,RNNinoperate,NOUN
américaines,A,DET,PUNC,PRP:det,RNNinoperate,ADJ
auront,V,NOUN,P,NOM,RNNinoperate,CCONJ
levé,V,ADP,PROREL,PRP,RNNinoperate,DET
le,D,NOUN,DET,NAM,RNNinoperate,NOUN
camp,N,PUNCT,NC,PUN,RNNinoperate,ADJ
.,PONCT,NOUN,ADJ,KON,RNNinoperate,AUX
Et,C,CCONJ,PUNC,PRO:PER,RNNinoperate,VERB
l',D,DET,VPP,VER:cond,RNNinoperate,DET
armée,N,NOUN,P,ADJ,RNNinoperate,NOUN
rouge,A,ADP,NPP,PRP,RNNinoperate,PUNCT
sera,V,PROPN,NPP,VER:infi,RNNinoperate,CCONJ
",",PONCT,PUNCT,PUNC,PUN,RNNinoperate,DET
elle,PRO,CCONJ,V,VER:infi,RNNinoperate,NOUN
",",PONCT,PRON,P,ADV,RNNinoperate,ADJ
en,P,AUX,DET,PRP,RNNinoperate,VERB
position,N,ADJ,N,DET:ART,RNNinoperate,PUNCT
dominante,A,ADP,ET,NOM,RNNinoperate,PRON
.,PONCT,NOUN,ET,PRO:REL,RNNinoperate,PUNCT
On,CL,PUNCT,CLS,PRO:DEM,RNNinoperate,ADP
peut,V,VERB,V,NOM,RNNinoperate,NOUN
aisément,ADV,ADV,ADJ,VER:cond,RNNinoperate,ADJ
imaginer,V,ADP,CS,SENT,RNNinoperate,PUNCT
Gorbatchev,N,DET,DET,SENT,RNNinoperate,PRON
vendant,V,NOUN,NC,DET:ART,RNNinoperate,VERB
ce,D,PRON,P,NOM,RNNinoperate,ADV
scénario,N,DET,DET,PRP,RNNinoperate,VERB
à,P,NOUN,NC,VER:infi,RNNinoperate,PROPN
son,D,ADV,ADV,PRO:DEM,RNNinoperate,VERB
Politburo,N,PUNCT,VS,NOM,RNNinoperate,DET
.,PONCT,PUNCT,ADV,VER:pper,RNNinoperate,NOUN
Ne,ADV,DET,VPP,VER:cond,RNNinoperate,ADP
vous,CL,NOUN,DET,VER:pper,RNNinoperate,DET
en,CL,ADP,DET,NOM,RNNinoperate,NOUN
faites,V,VERB,ET,PRP,RNNinoperate,PUNCT
pas,ADV,DET,ET,DET:ART,RNNinoperate,ADV
pour,P,NOUN,V,NOM,RNNinoperate,PRON
la,D,VERB,VPP,PRP,RNNinoperate,PRON
perte,N,AUX,VINF,NUM,RNNinoperate,VERB
de,P,ADJ,PUNC,NOM,RNNinoperate,ADV
l',D,NOUN,ADV,ADJ,RNNinoperate,ADP
Europe,N,ADP,ADJ,SENT,RNNinoperate,DET
de,P,DET,PUNC,DET:ART,RNNinoperate,NOUN
l',D,NOUN,DET,NUM,RNNinoperate,ADP
Est,N,ADP,NC,VER:pres,RNNinoperate,DET
",",PONCT,NUM,V,KON,RNNinoperate,PROPN
le,CL,NOUN,DET,VER:subi,RNNinoperate,ADP
voit,V,ADJ,ADJ,PUN,RNNinoperate,DET
-on,CL,PUNCT,NC,NAM,RNNinoperate,PROPN
dire,V,DET,ADJ,ADV,RNNinoperate,PUNCT
.,PONCT,ADJ,P,VER:cond,RNNinoperate,PRON
Ces,D,VERB,NPP,ADV,RNNinoperate,VERB
pays,N,SCONJ,ET,VER:infi,RNNinoperate,PUNCT
sont,V,NOUN,ET,DET:POS,RNNinoperate,PRON
un,D,PUNCT,V,ADJ,RNNinoperate,VERB
boulet,N,PROPN,DET,NOM,RNNinoperate,PUNCT
.,PONCT,ADV,NPP,PRP,RNNinoperate,DET
Ne,ADV,VERB,VPP,NOM,RNNinoperate,NOUN
craignez,V,ADV,PUNC,ADJ,RNNinoperate,AUX
pas,ADV,VERB,CC,SENT,RNNinoperate,DET
les,D,DET,DET,DET:ART,RNNinoperate,NOUN
nationalismes,N,ADJ,NC,NOM,RNNinoperate,PUNCT
chez,P,NOUN,V,PUN,RNNinoperate,ADV
nous,PRO,ADP,ADJ,ADV,RNNinoperate,VERB
-,PONCT,NOUN,P,VER:infi,RNNinoperate,ADV
une,D,ADJ,ET,DET:ART,RNNinoperate,DET
giclée,N,PUNCT,ET,NOM,RNNinoperate,NOUN
de,P,DET,VINF,ADJ,RNNinoperate,ADP
mitraille,N,ADJ,PRO,KON,RNNinoperate,PRON
napoléonienne,A,PUNCT,PUNC,ADJ,RNNinoperate,PUNCT
de,P,ADV,ADJ,PUN,RNNinoperate,DET
temps,N,VERB,ADJ,PRO:PER,RNNinoperate,NOUN
à,P,DET,NC,VER:futu,RNNinoperate,ADP
autre,A,NOUN,P,PUN,RNNinoperate,NOUN
",",PONCT,ADJ,CLR,NOM,RNNinoperate,ADJ
comme,P,CCONJ,VINF,PRP,RNNinoperate,ADP
l',D,ADJ,DET,PRO:IND,RNNinoperate,NOUN
année,N,PUNCT,DET,NOM,RNNinoperate,ADP
dernière,A,ADP,CLS,ADJ,RNNinoperate,ADJ
à,P,NOUN,ADV,KON,RNNinoperate,PUNCT
Tbilissi,N,PUNCT,V,ADJ,RNNinoperate,ADP
",",PONCT,NOUN,ADV,PRP,RNNinoperate,DET
et,C,ADP,P,DET:ART,RNNinoperate,NOUN
tout,PRO,DET,N,NOM,RNNinoperate,ADJ
restera,V,NOUN,P,PRP,RNNinoperate,ADP
en,P,ADJ,PRO,NOM,RNNinoperate,PROPN
place,N,CCONJ,VINF,PUN,RNNinoperate,PUNCT
.,PONCT,ADJ,ADV,NOM,RNNinoperate,CCONJ
Pendant,P,ADP,PUNC,ADJ,RNNinoperate,PRON
ce,D,DET,DET,SENT,RNNinoperate,VERB
temps,N,NOUN,NC,ADV,RNNinoperate,ADP
",",PONCT,ADP,ADJ,ADV,RNNinoperate,NOUN
une,D,NOUN,ADJ,VER:infi,RNNinoperate,PUNCT
fois,N,PUNCT,V,VER:pper,RNNinoperate,ADP
les,D,NOUN,ADV,PUN,RNNinoperate,DET
américains,N,ADJ,VPP,NOM,RNNinoperate,NOUN
partis,A,PUNCT,P,ADJ,RNNinoperate,PUNCT
et,C,ADV,NC,VER:pres,RNNinoperate,DET
l',D,ADV,PUNC,ADJ,RNNinoperate,NOUN
armée,N,VERB,DET,PUN,RNNinoperate,DET
allemande,A,NOUN,NC,KON,RNNinoperate,ADJ
démantelée,A,PUNCT,ADJ,PUN,RNNinoperate,NOUN
",",PONCT,NOUN,V,PRP,RNNinoperate,CCONJ
l',D,ADJ,VPP,NAM,RNNinoperate,DET
union,N,AUX,VINF,PUN,RNNinoperate,NOUN
soviétique,A,ADJ,VPP,ADV,RNNinoperate,ADJ
aura,V,PUNCT,PUNC,ADV,RNNinoperate,VERB
le,D,CCONJ,CLS,ADV,RNNinoperate,PUNCT
libre,A,PUNCT,CLR,VER:pres,RNNinoperate,DET
accès,N,ADP,V,KON,RNNinoperate,NOUN
aux,P+D,PROPN,ADV,DET:ART,RNNinoperate,ADJ
financements,N,PUNCT,VPP,NAM,RNNinoperate,VERB
",",PONCT,ADV,DET,PUN,RNNinoperate,DET
à,P,VERB,DET,NAM,RNNinoperate,ADJ
la,D,ADV,NC,VER:cond,RNNinoperate,NOUN
technologie,N,VERB,VPR,VER:pper,RNNinoperate,ADP+DET
et,C,SCONJ,DET,PUN,RNNinoperate,NOUN
aux,P+D,DET,NC,NOM,RNNinoperate,PUNCT
équipements,N,NOUN,ADJ,ADJ,RNNinoperate,ADP
européens,A,PUNCT,P,ADV,RNNinoperate,DET
afin,P,PROPN,DET,PRP,RNNinoperate,NOUN
de,P,VERB,ADJ,DET:ART,RNNinoperate,CCONJ
réaliser,V,NOUN,NC,NOM,RNNinoperate,ADP+DET
la,D,PUNCT,ADJ,PRP,RNNinoperate,NOUN
perestroïka,N,ADV,VS,VER:infi,RNNinoperate,ADJ
soviétique,A,ADJ,VPP,VER:pper,RNNinoperate,ADP
.,PONCT,ADV,PUNC,PUN,RNNinoperate,ADP
Les,D,ADP,ADJ,NAM,RNNinoperate,VERB
armements,N,DET,PRO,SENT,RNNinoperate,DET
nucléaires,A,NOUN,V,VER:infi,RNNinoperate,NOUN
français,A,ADP,DET,DET:POS,RNNinoperate,ADJ
et,C,VERB,NC,NOM,RNNinoperate,PUNCT
anglais,A,NOUN,ADJ,PUN,RNNinoperate,DET
seuls,A,PUNCT,PUNC,VER:pper,RNNinoperate,NOUN
n',ADV,PROPN,CC,PUN,RNNinoperate,ADJ
auront,V,PUNCT,PUNC,NOM,RNNinoperate,ADJ
plus,ADV,VERB,CS,SENT,RNNinoperate,CCONJ
de,D,DET,DET,KON,RNNinoperate,ADJ
effet,N,NOUN,NC,ADV,RNNinoperate,ADJ
dissuasif,A,PUNCT,P,DET:ART,RNNinoperate,ADV
.,PONCT,NOUN,NC,NOM,RNNinoperate,VERB
Personne,PRO,PUNCT,V,ADJ,RNNinoperate,ADV
ne,ADV,NOUN,VPP,ADJ,RNNinoperate,DET
peut,V,PUNCT,PUNC,NOM,RNNinoperate,NOUN
croire,V,CCONJ,DET,PUN,RNNinoperate,ADJ
qu',C,ADV,NC,VER:pres,RNNinoperate,PUNCT
ils,CL,DET,ADJ,ADV,RNNinoperate,PRON
seront,V,NOUN,ADV,ADJ,RNNinoperate,ADV
utilisés,V,ADJ,V,PUN,RNNinoperate,AUX
en,P,ADJ,ADV,PRO:PER,RNNinoperate,VERB
dehors,ADV,NOUN,VPP,PRO:PER,RNNinoperate,SCONJ
d',P,PUNCT,DET,VER:pres,RNNinoperate,PRON
une,D,AUX,DET,ADV,RNNinoperate,AUX
attaque,N,ADV,NC,PRP,RNNinoperate,VERB
du,P+D,ADJ,ADJ,NOM,RNNinoperate,ADP
territoire,N,PUNCT,CC,PRP,RNNinoperate,ADV
national,A,PRON,DET,VER:infi,RNNinoperate,ADP
.,PONCT,PRON,NC,KON,RNNinoperate,DET
.,PONCT,VERB,ADJ,PRO:PER,RNNinoperate,NOUN
Le,D,ADV,V,VER:cond,RNNinoperate,ADP+DET
peuple,N,ADP,VPP,DET:POS,RNNinoperate,NOUN
allemand,A,NOUN,DET,ADJ,RNNinoperate,ADJ
",",PONCT,ADP,NC,NOM,RNNinoperate,PUNCT
encouragé,V,VERB,PUNC,KON,RNNinoperate,PUNCT
par,P,SCONJ,CC,NOM,RNNinoperate,DET
notre,D,PRON,DET,KON,RNNinoperate,NOUN
propagande,N,VERB,N,PRP,RNNinoperate,ADJ
",",PONCT,DET,ADJ,VER:infi,RNNinoperate,PUNCT
ne,ADV,ADJ,V,VER:pper,RNNinoperate,VERB
laissera,V,NOUN,PUNC,PUN,RNNinoperate,ADP
jamais,ADV,CCONJ,PRO,NAM,RNNinoperate,DET
ses,D,NOUN,PUNC,SENT,RNNinoperate,NOUN
gouvernants,N,ADP,P,PRO:DEM,RNNinoperate,PUNCT
développer,V,ADP,NC,NOM,RNNinoperate,ADV
un,D,VERB,ADJ,VER:futu,RNNinoperate,VERB
armement,N,NOUN,PUNC,PUN,RNNinoperate,ADV
nucléaire,A,PUNCT,CLS,NOM,RNNinoperate,DET
.,PONCT,PROPN,V,ADJ,RNNinoperate,NOUN
L',D,PUNCT,ADV,PUN,RNNinoperate,VERB
Europe,N,DET,VINF,PRP,RNNinoperate,DET
pourrait,V,NOUN,NPP,ADJ,RNNinoperate,NOUN
bien,ADV,NOUN,VPR,NOM,RNNinoperate,ADJ
être,V,PUNCT,DET,PRP,RNNinoperate,PUNCT
à,P,NOUN,NC,DET:ART,RNNinoperate,DET
nous,PRO,ADJ,P,NOM,RNNinoperate,PROPN
sans,P,PUNCT,DET,PRP,RNNinoperate,AUX
que,C,ADP,NPP,NAM,RNNinoperate,ADV
le,D,ADJ,PUNC,PUN,RNNinoperate,VERB
moindre,A,NOUN,ADV,PRP,RNNinoperate,ADP
coup,N,ADP,CLS,NOM,RNNinoperate,PRON
de,P,DET,CLO,ADJ,RNNinoperate,ADP
feu,N,NOUN,V,PUN,RNNinoperate,SCONJ
ait,V,ADP,ADV,NOM,RNNinoperate,DET
été,V,PROPN,P,PRP:det,RNNinoperate,ADJ
tiré,V,PUNCT,DET,NAM,RNNinoperate,NOUN
.,PONCT,ADP,NC,PUN,RNNinoperate,ADP
Voilà,V,NOUN,P,VER:pper,RNNinoperate,NOUN
ce,D,NOUN,DET,PRP,RNNinoperate,AUX
qu',PRO,PUNCT,NPP,NOM,RNNinoperate,AUX
assurerait,V,NOUN,P,PUN,RNNinoperate,VERB
Gorbatchev,N,DET,DET,NOM,RNNinoperate,PUNCT
",",PONCT,NOUN,N,ADJ,RNNinoperate,VERB
et,C,PUNCT,PUNC,PUN,RNNinoperate,PRON
l',D,VERB,CLO,VER:pres,RNNinoperate,PRON
on,CL,ADP,V,DET:ART,RNNinoperate,VERB
voit,V,NOUN,PUNC,NOM,RNNinoperate,PROPN
déjà,ADV,PUNCT,CLS,ADJ,RNNinoperate,PUNCT
les,D,NOUN,V,PRP,RNNinoperate,CCONJ
membres,N,ADJ,PUNC,NOM,RNNinoperate,DET
du,P+D,PUNCT,DET,ADJ,RNNinoperate,PRON
Politburo,N,VERB,NC,ADV,RNNinoperate,VERB
approuver,V,DET,V,ADJ,RNNinoperate,ADV
de,P,NOUN,DET,KON,RNNinoperate,DET
la,D,ADJ,NC,KON,RNNinoperate,NOUN
tête,N,ADP,PUNC,PRO:PER,RNNinoperate,ADP+DET
.,PONCT,PROPN,ADV,PRO:PER,RNNinoperate,PROPN
La,D,ADJ,VIMP,VER:pres,RNNinoperate,VERB
raison,N,ADV,ADV,PUN,RNNinoperate,ADP
pour,P,ADJ,DET,KON,RNNinoperate,DET
laquelle,PRO,ADP,NC,PRO:IND,RNNinoperate,NOUN
aucun,D,SCONJ,P,VER:futu,RNNinoperate,PUNCT
“,PONCT,PRON,PRO,DET:ART,RNNinoperate,DET
dur,A,PRON,PUNC,ADJ,RNNinoperate,NOUN
“,PONCT,VERB,DET,NOM,RNNinoperate,ADP
ne,ADV,PUNCT,NC,VER:futu,RNNinoperate,PRON
viendra,V,CCONJ,P,VER:pper,RNNinoperate,DET
remplacer,V,AUX,NC,PRP,RNNinoperate,PUNCT
Gorbatchev,N,VERB,ADJ,PRO:IND,RNNinoperate,ADJ
tient,V,DET,P,NOM,RNNinoperate,PUNCT
tout,ADV,ADJ,N,ADJ,RNNinoperate,ADV
simplement,ADV,NOUN,P,PUN,RNNinoperate,VERB
au,P+D,AUX,PRO,VER:infi,RNNinoperate,VERB
fait,N,VERB,PUNC,VER:pper,RNNinoperate,PROPN
que,C,ADP,CS,PUN,RNNinoperate,VERB
les,D,DET,DET,NOM,RNNinoperate,ADV
“,PONCT,NOUN,NC,SENT,RNNinoperate,ADV
durs,A,NOUN,ADJ,DET:ART,RNNinoperate,ADP+DET
“,PONCT,PUNCT,P,NOM,RNNinoperate,NOUN
sont,V,VERB,NPP,PRP,RNNinoperate,SCONJ
convaincus,V,NOUN,PUNC,NOM,RNNinoperate,DET
qu',C,PUNCT,CC,ADJ,RNNinoperate,PUNCT
il,CL,NOUN,ADV,VER:pres,RNNinoperate,ADJ
a,V,PUNCT,V,ADV,RNNinoperate,PUNCT
raison,N,DET,P,PRP,RNNinoperate,AUX
",",PONCT,NOUN,N,NOM,RNNinoperate,VERB
et,C,ADP,PUNC,PUN,RNNinoperate,SCONJ
qu',C,NOUN,P,NOM,RNNinoperate,PRON
ils,CL,ADJ,DET,PRP,RNNinoperate,VERB
ne,ADV,AUX,NC,NOM,RNNinoperate,NOUN
peuvent,V,ADV,PUNC,PRP,RNNinoperate,PUNCT
plus,ADV,ADP,DET,PRO:IND,RNNinoperate,CCONJ
se,CL,NOUN,NC,NOM,RNNinoperate,SCONJ
passer,V,PUNCT,DET,ADJ,RNNinoperate,PRON
de,P,NOUN,ADJ,PUN,RNNinoperate,ADV
son,D,ADP,NC,PRP,RNNinoperate,AUX
image,N,ADP,CC,VER:infi,RNNinoperate,ADV
d',P,ADP,DET,DET:ART,RNNinoperate,PRON
homme,N,DET,NC,NOM,RNNinoperate,VERB
de,P,NOUN,ADJ,PRP,RNNinoperate,ADP
bonne,A,ADJ,ADJ,NOM,RNNinoperate,DET
volonté,N,PUNCT,PUNC,PUN,RNNinoperate,NOUN
.,PONCT,ADP,DET,NAM,RNNinoperate,ADP
Un,D,VERB,NC,SENT,RNNinoperate,NOUN
pas,N,DET,ADJ,DET:ART,RNNinoperate,ADP
en,P,NOUN,V,NOM,RNNinoperate,ADJ
avant,N,ADP,DET,VER:pres,RNNinoperate,NOUN
pour,P,NOUN,ADJ,DET:ART,RNNinoperate,PUNCT
deux,D,PUNCT,NC,NOM,RNNinoperate,DET
pas,N,PROPN,P,PRP:det,RNNinoperate,NOUN
en,P,PUNCT,NC,NOM,RNNinoperate,ADP
arrière,N,DET,PUNC,KON,RNNinoperate,NOUN
est,V,NOUN,P,VER:pres,RNNinoperate,ADP
léninisme,N,VERB,DET,DET:ART,RNNinoperate,NUM
orthodoxe,A,DET,NC,NOM,RNNinoperate,NOUN
.,PONCT,NOUN,CC,PRP,RNNinoperate,ADP
Les,D,DET,P,VER:infi,RNNinoperate,NOUN
Français,N,NOUN,NC,KON,RNNinoperate,VERB
sont,V,CCONJ,ADJ,PRO:PER,RNNinoperate,NOUN
beaucoup,ADV,VERB,P,VER:pres,RNNinoperate,ADJ
plus,ADV,DET,P,VER:infi,RNNinoperate,PUNCT
conscients,A,NOUN,VINF,DET:ART,RNNinoperate,DET
de,P,ADP,DET,NOM,RNNinoperate,NOUN
